,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
24888,1903704,Alicyclobacillaceae,Tumebacillus avium,Tumebacillus avium,Gram-positive,Non-pathogenic,8
24889,1433986,Roseobacteraceae,Spe_in_Actibacterium,Streptococcus infantarius infantarius,Gram-positive,Pathogenic,51
24890,2760093,Paracoccaceae,Paracoccus amoyensis,Paracoccus amoyensis,Gram-negative,Potentially pathogenic,51
24891,2800326,Azospirillaceae,Azospirillum endophyticum,Anaerobiospirillum succiniciproducens,Gram-negative,Pathogenic,51
24892,420403,Roseobacteraceae,Shimia litoralis,Shimia litoralis,Gram-negative,Non-pathogenic,51
24893,2583820,Roseobacteraceae,Ruegeria sediminis,Ruegeria sediminis,Gram-negative,Non-pathogenic,51
24894,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,51
24895,453842,Paracoccaceae,Paracoccus aestuarii,Paracoccus aestuarii,Gram-negative,Potentially pathogenic,51
24896,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24897,670154,Roseobacteraceae,Litoreibacter janthinus,Litoreibacter janthinus,Gram-negative,Non-pathogenic,51
24898,2614809,Roseobacteraceae,Sulfitobacter algicola,Sulfitobacter algicola,Gram-negative,Non-pathogenic,51
24899,576131,Roseobacteraceae,Lentibacter algarum,Lentibacter algarum,Gram-negative,Non-pathogenic,51
24900,459532,Bacillaceae,Spe_in_Terribacillus,(unknown name),Gram-positive,Unknown,11
24901,1450204,Paenibacillaceae,Paenibacillus lupini,Paenibacillus lupini,Gram-positive,Potentially pathogenic,6
24902,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,51
24903,1662395,Roseobacteraceae,Shimia abyssi,Shimia abyssi,Gram-negative,Non-pathogenic,51
24904,1758178,Roseobacteraceae,Celeribacter ethanolicus,Celeribacter ethanolicus,Gram-negative,Non-pathogenic,51
24905,538,Neisseriaceae,Spe_in_Eikenella,(unknown name),Gram-negative,Unknown,51
24906,1235259,Bacillaceae,Oceanobacillus polygoni,Oceanobacillus polygoni,Gram-positive,Non-pathogenic,11
24907,2496267,Paenibacillaceae,Paenibacillus zeisoli,Paenibacillus zeisoli,Gram-positive,Potentially pathogenic,6
24908,348842,Thermoanaerobacteraceae,Desulfovirgula thermocuniculi,Desulfovirgula thermocuniculi,Gram-positive,Non-pathogenic,8
24909,1563671,Roseobacteraceae,Sulfitobacter undariae,Sulfitobacter undariae,Gram-negative,Non-pathogenic,51
24910,2899544,Enterobacteriaceae,Intestinirhabdus alba,Intestinirhabdus alba,Gram-negative,Non-pathogenic,51
24911,182455,Alicyclobacillaceae,Alicyclobacillus acidiphilus,Alicyclobacillus acidiphilus,Gram-positive,Potentially pathogenic,8
24912,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,51
24913,1386,Bacillaceae,Spe_in_Bacillus,(unknown name),Gram-positive,Unknown,11
24914,1795832,Neisseriaceae,Eikenella halliae,Eikenella halliae,Gram-negative,Potentially pathogenic,51
24915,254406,Roseobacteraceae,Shimia aestuarii,Shimia aestuarii,Gram-negative,Non-pathogenic,51
24916,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,51
24917,2316080,Helicobacteraceae,Helicobacter mehlei,Helicobacter mehlei,Gram-negative,Potentially pathogenic,44
24918,930130,Bacillaceae,Oceanobacillus halophilus,Oceanobacillus halophilus,Gram-positive,Non-pathogenic,11
24919,1325933,Clostridiaceae,Clostridium polynesiense,Enterocloster aldenensis,Gram-positive,Pathogenic,7
24920,234,Brucellaceae,Spe_in_Brucella,(unknown name),Gram-negative,Unknown,50
24921,766895,Bacillaceae,Shouchella xiaoxiensis,Shouchella xiaoxiensis,Gram-positive,Non-pathogenic,9
24922,2259171,Bacillaceae,Neobacillus piezotolerans,Neobacillus piezotolerans,Gram-positive,Non-pathogenic,12
24923,234,Brucellaceae,Spe_in_Brucella,(unknown name),Gram-negative,Unknown,50
24924,1218315,Brucellaceae,Brucella inopinata,Brucella inopinata,Gram-negative,Pathogenic,50
24925,158852,Enterobacteriaceae,Trabulsiella guamensis,Trabulsiella guamensis,Gram-negative,Non-pathogenic,51
24926,2491866,Paracoccaceae,Paracoccus haematequi,Paracoccus haematequi,Gram-negative,Potentially pathogenic,51
24927,564,Enterobacteriaceae,Escherichia fergusonii,Escherichia fergusonii,Gram-negative,Pathogenic,51
24928,1177,Nostocaceae,Spe_in_Nostoc,Staphylococcus hominis novobiosepticus,Gram-positive,Pathogenic,5
24929,1653434,Lachnospiraceae,Sellimonas intestinalis,Sellimonas intestinalis,Gram-positive,Non-pathogenic,8
24930,2675231,Bacillaceae,Spe_in_Mesobacillus,(unknown name),Gram-positive,Unknown,11
24931,54265,Thermoanaerobacteraceae,Carboxydothermus ferrireducens,Carboxydothermus ferrireducens,Gram-positive,Non-pathogenic,10
24932,1280832,Roseobacteraceae,Falsiruegeria mediterranea,Ruegeria mediterranea,Gram-negative,Non-pathogenic,51
24933,2584941,Paracoccaceae,Cereibacter sediminicola,Rhodobacter sediminicola,Gram-negative,Potentially pathogenic,51
24934,197653,Nostocaceae,Anabaena azotica,Anaplasma phagocytophilum,Gram-negative,Pathogenic,5
24935,1494606,Halobacteroidaceae,Sporohalobacter salinus,Sporohalobacter salinus,Gram-positive,Non-pathogenic,9
24936,419475,Brucellaceae,Brucella pseudogrignonensis,Brucella pseudogrignonensis,Gram-negative,Potentially pathogenic,50
24937,2547404,Roseobacteraceae,Roseovarius arcticus,Roseovarius arcticus,Gram-negative,Non-pathogenic,51
24938,2728023,Paenibacillaceae,Cohnella herbarum,Cohnella herbarum,Gram-positive,Non-pathogenic,6
24939,129958,Thermoanaerobacteraceae,Carboxydothermus hydrogenoformans,Carboxydothermus hydrogenoformans,Gram-positive,Non-pathogenic,10
24940,94627,Brucellaceae,Brucella grignonensis,Brucella grignonensis,Gram-negative,Potentially pathogenic,50
24941,577,Enterobacteriaceae,Raoultella terrigena,Raoultella terrigena,Gram-negative,Potentially pathogenic,51
24942,2654874,Streptococcaceae,Streptococcus catagoni,Streptococcus catagoni,Gram-positive,Potentially pathogenic,25
24943,639004,Roseobacteraceae,Ruegeria marina,Ruegeria marina,Gram-negative,Non-pathogenic,51
24944,1416614,Gloeobacteraceae,Gloeobacter kilaueensis,Gloeobacter kilaueensis,Gram-negative,Non-pathogenic,6
24945,234,Brucellaceae,Spe_in_Brucella,(unknown name),Gram-negative,Unknown,50
24946,2762221,Planococcaceae,Solibacillus faecavium,Mycobacterium fortuitum acetamidolyticum,Gram-positive,Pathogenic,13
24947,543,Enterobacteriaceae,Spe_in_Enterobacteriaceae,(unknown name),Gram-negative,Unknown,51
24948,543,Enterobacteriaceae,Spe_in_Enterobacteriaceae,(unknown name),Gram-negative,Unknown,51
24949,561,Enterobacteriaceae,Spe_in_Escherichia,(unknown name),Gram-negative,Unknown,51
24950,1873484,Morganellaceae,Xenorhabdus thuongxuanensis,Xenorhabdus thuongxuanensis,Gram-negative,Non-pathogenic,51
24951,985054,Roseobacteraceae,Ruegeria halocynthiae,Ruegeria halocynthiae,Gram-negative,Non-pathogenic,51
24952,1034471,Morganellaceae,Xenorhabdus ishibashii,Xenorhabdus ishibashii,Gram-negative,Non-pathogenic,51
24953,2800373,Bacillaceae,Spe_in_Priestia,Streptococcus infantarius infantarius,Gram-positive,Pathogenic,8
24954,135826,Planococcaceae,Jeotgalibacillus alimentarius,Jeotgalibacillus alimentarius,Gram-positive,Non-pathogenic,8
24955,576117,Roseobacteraceae,Celeribacter halophilus,Celeribacter halophilus,Gram-negative,Non-pathogenic,51
24956,930128,Bacillaceae,Alteribacillus iranensis,Alteribacillus iranensis,Gram-positive,Non-pathogenic,9
24957,1144873,Chromobacteriaceae,Paludibacterium purpuratum,Paludibacterium purpuratum,Gram-negative,Non-pathogenic,53
24958,1306274,Nostocaceae,Nostoc flagelliforme,Nostoc flagelliforme,Gram-negative,Non-pathogenic,5
24959,2023261,Paracoccaceae,Paracoccus hibiscisoli,Paracoccus hibiscisoli,Gram-negative,Potentially pathogenic,51
24960,1393,Paenibacillaceae,Brevibacillus brevis,Brevibacillus brevis,Gram-positive,Pathogenic,6
24961,208962,Enterobacteriaceae,Escherichia albertii,Escherichia albertii,Gram-negative,Pathogenic,51
24962,2583810,Bacillaceae,Alteribacter natronophilus,Alteribacter natronophilus,Gram-positive,Non-pathogenic,8
24963,1565040,Hyphomicrobiaceae,Limoniibacter endophyticus,Limoniibacter endophyticus,Gram-negative,Non-pathogenic,51
24964,234,Brucellaceae,Spe_in_Brucella,(unknown name),Gram-negative,Unknown,50
24965,2220096,Azospirillaceae,Indioceanicola profundi,Indioceanicola profundi,Gram-negative,Non-pathogenic,51
24966,1884432,Bacillaceae,Salibacterium halotolerans,Salibacterium halotolerans,Gram-positive,Non-pathogenic,11
24967,561,Enterobacteriaceae,Spe_in_Escherichia,(unknown name),Gram-negative,Unknown,51
24968,1330547,Enterobacteriaceae,Spe_in_Kosakonia,(unknown name),Gram-negative,Unknown,51
24969,1455,Bacillaceae,Bacillus badius,Bacillus badius,Gram-positive,Potentially pathogenic,13
24970,446679,Nostocaceae,Nostoc sphaeroides,Nostoc sphaeroides,Gram-negative,Non-pathogenic,5
24971,220686,Bacillaceae,Neobacillus vireti,Neobacillus vireti,Gram-positive,Non-pathogenic,11
24972,254356,Paracoccaceae,Roseibaca ekhonensis,Roseibaca ekhonensis,Gram-negative,Non-pathogenic,51
24973,1565,Desulfotomaculaceae,Desulfotomaculum nigrificans,Desulfotomaculum nigrificans,Gram-positive,Potentially pathogenic,8
24974,44249,Paenibacillaceae,Spe_in_Paenibacillus,(unknown name),Gram-positive,Unknown,6
24975,265175,Neisseriaceae,Kingella potus,Kingella potus,Gram-negative,Potentially pathogenic,51
24976,234,Brucellaceae,Spe_in_Brucella,(unknown name),Gram-negative,Unknown,50
24977,456330,Thermoanaerobacteraceae,Caldanaerobius fijiensis,Caldanaerobius fijiensis,Gram-positive,Non-pathogenic,14
24978,587735,Planococcaceae,Jeotgalibacillus terrae,Jeotgalibacillus terrae,Gram-positive,Non-pathogenic,8
24979,2683194,Clostridiaceae,Anaeromonas gelatinilytica,Anaeromonas gelatinilytica,Gram-positive,Non-pathogenic,8
24980,557555,Paenibacillaceae,Cohnella xylanilytica,Cohnella xylanilytica,Gram-positive,Non-pathogenic,6
24981,2267246,Enterobacteriaceae,Edaphovirga cremea,Edaphovirga cremea,Gram-negative,Non-pathogenic,51
24982,40577,Morganellaceae,Xenorhabdus poinarii,Xenorhabdus poinarii,Gram-negative,Non-pathogenic,51
24983,1906945,Bacillaceae,Spe_in_Parageobacillus,(unknown name),Gram-positive,Unknown,11
24984,2100764,Erwiniaceae,Spe_in_Mixta,Streptococcus infantarius infantarius,Gram-positive,Pathogenic,51
24985,937928,Bacillaceae,Oceanobacillus damuensis,Oceanobacillus damuensis,Gram-positive,Non-pathogenic,11
24986,1349432,Paenibacillaceae,Paenibacillus helianthi,Paenibacillus helianthi,Gram-positive,Potentially pathogenic,6
24987,1041641,Chitinibacteraceae,Jeongeupia chitinilytica,Jeongeupia chitinilytica,Gram-negative,Non-pathogenic,53
24988,2751313,Koleobacteraceae,Koleobacter methoxysyntrophicus,Koleobacter methoxysyntrophicus,Gram-positive,Non-pathogenic,9
24989,1747507,Acetobacteraceae,Novacetimonas cocois,Komagataeibacter cocois,Gram-negative,Non-pathogenic,51
24990,661089,Thermoanaerobacteraceae,Carboxydothermus islandicus,Carboxydothermus islandicus,Gram-positive,Non-pathogenic,10
24991,870242,Thermoanaerobacteraceae,Carboxydothermus pertinax,Carboxydothermus pertinax,Gram-positive,Non-pathogenic,8
24992,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
24993,160674,Enterobacteriaceae,Spe_in_Raoultella,(unknown name),Gram-negative,Unknown,51
24994,2599291,Paracoccaceae,Chachezhania sediminis,Chachezhania sediminis,Gram-negative,Non-pathogenic,51
24995,1162,Nostocaceae,Spe_in_Nostocaceae,(unknown name),Gram-negative,Unknown,5
24996,495,Neisseriaceae,Neisseria elongata,Neisseria elongata,Gram-negative,Pathogenic,51
24997,2073160,Amorphaceae,Acuticoccus kandeliae,Acuticoccus kandeliae,Gram-negative,Non-pathogenic,51
24998,2492960,Bacillaceae,Bacillus yapensis,Halalkalibacter wakoensis,Gram-positive,Pathogenic,9
24999,1695997,Paracoccaceae,Pseudoprimorskyibacter insulae,Pseudoprimorskyibacter insulae,Gram-negative,Non-pathogenic,51
25000,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
25001,2852097,Paracoccaceae,Rhodobacter amnigenus,Rhodobacter amnigenus,Gram-negative,Potentially pathogenic,51
25002,2744309,Paenibacillaceae,Paenibacillus agri,Paenibacillus agri,Gram-positive,Potentially pathogenic,6
25003,765888,Azospirillaceae,Nitrospirillum iridis,Nitrospirillum iridis,Gram-negative,Non-pathogenic,51
25004,548,Enterobacteriaceae,Klebsiella aerogenes,Klebsiella aerogenes,Gram-negative,Pathogenic,51
25005,875171,Roseobacteraceae,Celeribacter baekdonensis,Celeribacter baekdonensis,Gram-negative,Non-pathogenic,51
25006,1417629,Thermotaleaceae,Anaerosolibacter carboniphilus,Anaerosolibacter carboniphilus,Gram-positive,Non-pathogenic,8
25007,2182793,Ignatzschineriaceae,Ignatzschineria cameli,Ignatzschineria cameli,Gram-negative,Potentially pathogenic,52
25008,459532,Bacillaceae,Spe_in_Terribacillus,(unknown name),Gram-positive,Unknown,11
25009,351659,Morganellaceae,Xenorhabdus koppenhoeferi,Xenorhabdus koppenhoeferi,Gram-negative,Non-pathogenic,51
25010,1304799,Azospirillaceae,Azospirillum soli,Azospirillum soli,Gram-negative,Non-pathogenic,51
25011,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,51
25012,40578,Morganellaceae,Xenorhabdus beddingii,Xenorhabdus beddingii,Gram-negative,Non-pathogenic,51
25013,158877,Enterobacteriaceae,Yokenella regensburgei,Yokenella regensburgei,Gram-negative,Pathogenic,51
25014,263378,Roseobacteraceae,Salipiger mucosus,Salipiger mucosus,Gram-negative,Non-pathogenic,51
25015,1817965,Azospirillaceae,Skermanella rosea,Skermanella rosea,Gram-negative,Non-pathogenic,51
25016,28077,Azospirillaceae,Nitrospirillum amazonense,Nitrospirillum amazonense,Gram-negative,Non-pathogenic,50
25017,1789672,Azospirillaceae,Skermanella mucosa,Skermanella mucosa,Gram-negative,Non-pathogenic,51
25018,1649580,Bacillaceae,Shouchella shacheensis,Shouchella shacheensis,Gram-positive,Non-pathogenic,8
25019,53341,Morganellaceae,Xenorhabdus japonica,Xenorhabdus japonica,Gram-negative,Non-pathogenic,51
25020,1229268,Bacillaceae,Salinibacillus xinjiangensis,Salinibacillus xinjiangensis,Gram-positive,Non-pathogenic,8
25021,2763499,Morganellaceae,Xenorhabdus lircayensis,Xenorhabdus lircayensis,Gram-negative,Non-pathogenic,51
25022,1462526,Bacillaceae,Virgibacillus massiliensis,Virgibacillus massiliensis,Gram-positive,Non-pathogenic,11
25023,378543,Alicyclobacillaceae,Tumebacillus permanentifrigoris,Tumebacillus permanentifrigoris,Gram-positive,Non-pathogenic,8
25024,1004261,Bacillaceae,Oceanobacillus indicireducens,Oceanobacillus indicireducens,Gram-positive,Non-pathogenic,10
25025,1120568,Paracoccaceae,Pseudorhodobacter wandonensis,Pseudorhodobacter wandonensis,Gram-negative,Non-pathogenic,51
25026,1873482,Morganellaceae,Xenorhabdus eapokensis,Xenorhabdus eapokensis,Gram-negative,Non-pathogenic,51
25027,628,Morganellaceae,Xenorhabdus nematophila,Xenorhabdus nematophila,Gram-negative,Non-pathogenic,51
25028,549000,Fam_of_Geomicrobium,Geomicrobium halophilum,Geomicrobium halophilum,Gram-positive,Non-pathogenic,11
25029,1216008,Bacillaceae,Amphibacillus jilinensis,Amphibacillus jilinensis,Gram-positive,Non-pathogenic,13
25030,1485,Clostridiaceae,Spe_in_Clostridium,(unknown name),Gram-positive,Unknown,7
25031,1527293,Paenibacillaceae,Paenibacillus dakarensis,Paenibacillus dakarensis,Gram-positive,Potentially pathogenic,6
25032,140057,Rhodospirillaceae,Roseospira marina,Roseospira marina,Gram-negative,Non-pathogenic,51
25033,1470562,Paracoccaceae,Aestuariivita boseongensis,Aestuariivita boseongensis,Gram-negative,Non-pathogenic,51
25034,52603,Roseobacteraceae,Sagittula stellata,Sagittula stellata,Gram-negative,Non-pathogenic,51
25035,209080,Sporomusaceae,Propionispora hippei,Propionispora hippei,Gram-negative,Non-pathogenic,8
25036,2021998,Acetobacteraceae,Novacetimonas pomaceti,Komagataeibacter pomaceti,Gram-negative,Non-pathogenic,51
25037,1293441,Bacillaceae,Lysinibacillus contaminans,Lysinibacillus contaminans,Gram-positive,Potentially pathogenic,11
25038,2587528,Enterobacteriaceae,Klebsiella spallanzanii,Klebsiella spallanzanii,Gram-negative,Potentially pathogenic,51
25039,1485952,Enterobacteriaceae,Phytobacter massiliensis,Phytobacter massiliensis,Gram-negative,Non-pathogenic,51
25040,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,51
25041,160674,Enterobacteriaceae,Spe_in_Raoultella,(unknown name),Gram-negative,Unknown,51
25042,765888,Azospirillaceae,Nitrospirillum iridis,Nitrospirillum iridis,Gram-negative,Non-pathogenic,50
25043,2698830,Roseobacteraceae,Sulfitobacter sediminilitoris,(unknown name),Gram-negative,Unknown,51
25044,93683,Roseobacteraceae,Roseivivax halodurans,Roseivivax halodurans,Gram-negative,Non-pathogenic,51
25045,2029103,Roseobacteraceae,Actibacterium pelagium,Actibacterium pelagium,Gram-negative,Non-pathogenic,51
25046,1402135,Roseobacteraceae,Pseudosulfitobacter pseudonitzschiae,Pseudosulfitobacter pseudonitzschiae,Gram-negative,Non-pathogenic,51
25047,1054297,Clostridiaceae,Clostridium punense,Clostridium punense,Gram-positive,Potentially pathogenic,9
25048,2017483,Bacillaceae,Virgibacillus phasianinus,Virgibacillus phasianinus,Gram-positive,Non-pathogenic,11
25049,1185873,Desertifilaceae,Desertifilum tharense,(unknown name),Gram-negative,Unknown,5
25050,990712,Paracoccaceae,Meinhardsimonia xiamenensis,Meinhardsimonia xiamenensis,Gram-negative,Non-pathogenic,51
25051,67824,Enterobacteriaceae,Citrobacter farmeri,Citrobacter farmeri,Gram-negative,Pathogenic,51
25052,46469,Halobacteroidaceae,Orenia marismortui,Orenia marismortui,Gram-positive,Non-pathogenic,9
25053,1833852,Peptococcaceae,Desulforamulus ferrireducens,Desulforamulus ferrireducens,Gram-positive,Non-pathogenic,8
25054,626,Morganellaceae,Spe_in_Xenorhabdus,(unknown name),Gram-negative,Unknown,51
25055,364199,Paracoccaceae,Paracoccus homiensis,Paracoccus homiensis,Gram-negative,Potentially pathogenic,51
25056,880157,Morganellaceae,Xenorhabdus khoisanae,Xenorhabdus khoisanae,Gram-negative,Non-pathogenic,51
25057,1967502,Paenibacillaceae,Paenibacillus athensensis,Paenibacillus turicensis,Gram-positive,Pathogenic,6
25058,2011011,Bacillaceae,Alteribacter populi,Alteribacter populi,Gram-positive,Non-pathogenic,10
25059,2841534,Tissierellaceae,Tissierella simiarum,Tissierella simiarum,Gram-positive,Potentially pathogenic,14
25060,2499833,Paracoccaceae,Aliishimia ponticola,Aliishimia ponticola,Gram-negative,Non-pathogenic,51
25061,42838,Thermoanaerobacteraceae,Ammonifex degensii,Ammonifex degensii,Gram-positive,Non-pathogenic,8
25062,127891,Bacillaceae,Halalkalibacter wakoensis,Halalkalibacter wakoensis,Gram-positive,Pathogenic,8
25063,344736,Roseobacteraceae,Salipiger bermudensis,Salipiger bermudensis,Gram-negative,Non-pathogenic,51
25064,1123756,Roseobacteraceae,Marivita geojedonensis,Marivita geojedonensis,Gram-negative,Non-pathogenic,51
25065,40576,Morganellaceae,Xenorhabdus bovienii,Xenorhabdus bovienii,Gram-negative,Non-pathogenic,51
25066,2692175,Oxalobacteraceae,Duganella flavida,Duganella flavida,Gram-negative,Non-pathogenic,52
25067,116090,Thermohalobacteraceae,Caloranaerobacter azorensis,Caloranaerobacter azorensis,Gram-positive,Non-pathogenic,8
25068,2608683,Paenibacillaceae,Paenibacillus tepidiphilus,Paenibacillus tepidiphilus,Gram-positive,Potentially pathogenic,6
